loss
766634.9375
888664.5625
290923.0625
563429.625
268900.40625
256992.234375
16419.43359375
365402.28125
59276.72265625
1781049.25
57987.84765625
1184.4425048828125
540764.25
143079.40625
1891408.375
31126.740234375
531941.3125
768536.5
30.682491302490234
1958367.625
7520.921875
11423.5625
3045422.0
204891.59375
303478.25
299584.96875
4531.3720703125
1197.961669921875
2939.257568359375
1271892.125
10904.984375
85815.5
162655.46875
125923.4375
22047.263671875
57411.02734375
273680.9375
598899.0
118573.5859375
439257.0
291927.75
95940.046875
65485.02734375
1591824.0
21428.0859375
374676.9375
2619277.5
2948.999755859375
6921.31640625
1605442.75\n"
25310.923828125
100588.25
3606.869140625
1690856.5
446848.0
2347736.0
57664.24609375
647796.1875
268803.4375
1118692.625
370046.5
254086.640625
382175.125
2115651.75
598531.0625
74575.7578125
1689667.375
35425.72265625
3985.62353515625
99605.5390625
1587388.25
9683.0556640625
544936.6875
1741.2783203125
537272.8125
261981.515625
39348.57421875
263933.84375
57865.81640625
1672300.5
128348.03125
2063474.625
1752923.0
94801.6796875
384515.71875
512107.15625
64488.234375
3781520.0
689402.6875
322039.65625
113971.953125
1484309.875
66599.078125
3136.2255859375
3446477.0
49683.02734375
29874.04296875
35.23390579223633
7910.9150390625
1649.85888671875
2594201.75
101977.609375
2539460.5
477567.875
5253.35302734375
213475.71875
335032.09375
583409.4375
677644.875
778314.8125
233345.90625
247568.984375
82679.4296875
213959.25
306707.75
1952240.375
610714.5
221637.546875
1382414.375
112865.609375
571784.6875
266104.21875
27.161222457885742
46337.5859375
24092.3203125
169207.109375
121380.8984375
638175.125
90418.3359375
300632.46875
267789.875
47.81983184814453
133373.390625
166641.625
1964030.375
1000394.8125
54498.34375
78643.3984375
25442.263671875
105596.6328125
1263817.125
121645.2734375
1510919.25
285410.59375
1288093.125
417039.40625
263748.3125
17253.015625
877877.4375
989877.4375
13134.283203125
28565.83203125
1017450.25
1096382.125
41228.88671875
14200.068359375
2110723.25
105.41181945800781
879128.875
2140381.5
268878.5625
555190.9375
456868.125
32053.021484375
14924.873046875
50410.9921875
1467795.5
518948.90625
143631.78125
408293.53125
2275861.25
707712.5
53238.953125
1096550.25
77459.140625
589928.25
69009.4296875
3028833.75
3983.212890625
503735.90625
25.562519073486328
299767.96875
2588126.25
626280.375
1339243.0
736693.6875
108001.90625
1294271.25
107562.8359375
1068452.875
69955.078125
372375.46875
287063.6875
268048.8125
308717.90625
129167.7265625
323247.84375
498890.34375
584255.5625
89362.2109375
2378884.25
17866.140625
1154519.375
35764.87109375
36651.41015625
3446853.75
9848.89453125
84940.5078125
2394752.25
1799.041259765625
2452721.25
207.1310272216797
277431.1875
273636.625
4171.34423828125
77913.15625
117920.578125
5286.484375
2394089.5
1162628.5
3001771.5
280230.125
57693.72265625
199582.109375
457625.21875
669585.3125
266909.5625
4697.4404296875
758857.125
1881927.875
416.5166015625
942166.4375
74340.046875
340097.09375
1379996.75
136044.515625
20922.564453125
72587.0390625
585776.9375
2925657.0
128373.4765625
443831.96875
2825853.75
1420358.0
307888.46875
292325.1875
843105.25
578757.375
369670.6875
253664.9375
1066475.25
302776.6875
1562656.625
91402.9375
651033.125
341953.375
707627.5
110375.2421875
293744.1875
1487361.25
15298.7265625
174450.984375
38938.828125
50184.26171875
341.39068603515625
681671.75
434856.25
1907279.75
264921.40625
19976.44140625
72157.84375
1424642.25
1090496.625
5275.62353515625
61346.95703125
170312.65625
758091.75
438440.625
66997.3515625
26989.1796875
646595.3125
1805121.875
86001.484375
8235.0673828125
626017.125
1497212.125
50242.2578125
143226.234375
231163.390625
1866012.5
134376.890625
326123.78125
209789.71875
69739.859375
410335.25
27522.5859375
1414243.0
1007932.5
485982.09375
190998.0625\n"
